"Notes"	"States"	"States Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Connecticut"	"09"	"47 years"	"47"	"Male"	"M"	"2011"	"2011"	28289
	"Connecticut"	"09"	"47 years"	"47"	"Male"	"M"	"2012"	"2012"	27686
	"Connecticut"	"09"	"47 years"	"47"	"Male"	"M"	"2013"	"2013"	26210
	"Connecticut"	"09"	"47 years"	"47"	"Male"	"M"	"2014"	"2014"	24792
	"Connecticut"	"09"	"47 years"	"47"	"Male"	"M"	"2015"	"2015"	24164
	"Connecticut"	"09"	"48 years"	"48"	"Female"	"F"	"2011"	"2011"	29555
	"Connecticut"	"09"	"48 years"	"48"	"Female"	"F"	"2012"	"2012"	29862
	"Connecticut"	"09"	"48 years"	"48"	"Female"	"F"	"2013"	"2013"	29277
	"Connecticut"	"09"	"48 years"	"48"	"Female"	"F"	"2014"	"2014"	27541
	"Connecticut"	"09"	"48 years"	"48"	"Female"	"F"	"2015"	"2015"	26151
	"Connecticut"	"09"	"48 years"	"48"	"Male"	"M"	"2011"	"2011"	28041
	"Connecticut"	"09"	"48 years"	"48"	"Male"	"M"	"2012"	"2012"	28207
	"Connecticut"	"09"	"48 years"	"48"	"Male"	"M"	"2013"	"2013"	27527
	"Connecticut"	"09"	"48 years"	"48"	"Male"	"M"	"2014"	"2014"	25986
	"Connecticut"	"09"	"48 years"	"48"	"Male"	"M"	"2015"	"2015"	24598
	"Connecticut"	"09"	"49 years"	"49"	"Female"	"F"	"2011"	"2011"	29482
	"Connecticut"	"09"	"49 years"	"49"	"Female"	"F"	"2012"	"2012"	29384
	"Connecticut"	"09"	"49 years"	"49"	"Female"	"F"	"2013"	"2013"	29684
	"Connecticut"	"09"	"49 years"	"49"	"Female"	"F"	"2014"	"2014"	29121
	"Connecticut"	"09"	"49 years"	"49"	"Female"	"F"	"2015"	"2015"	27410
	"Connecticut"	"09"	"49 years"	"49"	"Male"	"M"	"2011"	"2011"	27894
	"Connecticut"	"09"	"49 years"	"49"	"Male"	"M"	"2012"	"2012"	27820
	"Connecticut"	"09"	"49 years"	"49"	"Male"	"M"	"2013"	"2013"	27966
	"Connecticut"	"09"	"49 years"	"49"	"Male"	"M"	"2014"	"2014"	27322
	"Connecticut"	"09"	"49 years"	"49"	"Male"	"M"	"2015"	"2015"	25799
	"Connecticut"	"09"	"50 years"	"50"	"Female"	"F"	"2011"	"2011"	30182
	"Connecticut"	"09"	"50 years"	"50"	"Female"	"F"	"2012"	"2012"	29334
	"Connecticut"	"09"	"50 years"	"50"	"Female"	"F"	"2013"	"2013"	29195
	"Connecticut"	"09"	"50 years"	"50"	"Female"	"F"	"2014"	"2014"	29410
	"Connecticut"	"09"	"50 years"	"50"	"Female"	"F"	"2015"	"2015"	28854
	"Connecticut"	"09"	"50 years"	"50"	"Male"	"M"	"2011"	"2011"	28544
	"Connecticut"	"09"	"50 years"	"50"	"Male"	"M"	"2012"	"2012"	27602
	"Connecticut"	"09"	"50 years"	"50"	"Male"	"M"	"2013"	"2013"	27622
	"Connecticut"	"09"	"50 years"	"50"	"Male"	"M"	"2014"	"2014"	27770
	"Connecticut"	"09"	"50 years"	"50"	"Male"	"M"	"2015"	"2015"	27128
	"Connecticut"	"09"	"51 years"	"51"	"Female"	"F"	"2011"	"2011"	30190
	"Connecticut"	"09"	"51 years"	"51"	"Female"	"F"	"2012"	"2012"	30006
	"Connecticut"	"09"	"51 years"	"51"	"Female"	"F"	"2013"	"2013"	29106
	"Connecticut"	"09"	"51 years"	"51"	"Female"	"F"	"2014"	"2014"	28988
	"Connecticut"	"09"	"51 years"	"51"	"Female"	"F"	"2015"	"2015"	29150
	"Connecticut"	"09"	"51 years"	"51"	"Male"	"M"	"2011"	"2011"	28853
	"Connecticut"	"09"	"51 years"	"51"	"Male"	"M"	"2012"	"2012"	28382
	"Connecticut"	"09"	"51 years"	"51"	"Male"	"M"	"2013"	"2013"	27420
	"Connecticut"	"09"	"51 years"	"51"	"Male"	"M"	"2014"	"2014"	27425
	"Connecticut"	"09"	"51 years"	"51"	"Male"	"M"	"2015"	"2015"	27525
	"Connecticut"	"09"	"52 years"	"52"	"Female"	"F"	"2011"	"2011"	29407
	"Connecticut"	"09"	"52 years"	"52"	"Female"	"F"	"2012"	"2012"	30001
	"Connecticut"	"09"	"52 years"	"52"	"Female"	"F"	"2013"	"2013"	29813
	"Connecticut"	"09"	"52 years"	"52"	"Female"	"F"	"2014"	"2014"	28876
	"Connecticut"	"09"	"52 years"	"52"	"Female"	"F"	"2015"	"2015"	28701
	"Connecticut"	"09"	"52 years"	"52"	"Male"	"M"	"2011"	"2011"	27960
	"Connecticut"	"09"	"52 years"	"52"	"Male"	"M"	"2012"	"2012"	28563
	"Connecticut"	"09"	"52 years"	"52"	"Male"	"M"	"2013"	"2013"	28030
	"Connecticut"	"09"	"52 years"	"52"	"Male"	"M"	"2014"	"2014"	27135
	"Connecticut"	"09"	"52 years"	"52"	"Male"	"M"	"2015"	"2015"	27106
	"Connecticut"	"09"	"53 years"	"53"	"Female"	"F"	"2011"	"2011"	29081
	"Connecticut"	"09"	"53 years"	"53"	"Female"	"F"	"2012"	"2012"	29201
	"Connecticut"	"09"	"53 years"	"53"	"Female"	"F"	"2013"	"2013"	29815
	"Connecticut"	"09"	"53 years"	"53"	"Female"	"F"	"2014"	"2014"	29569
	"Connecticut"	"09"	"53 years"	"53"	"Female"	"F"	"2015"	"2015"	28641
	"Connecticut"	"09"	"53 years"	"53"	"Male"	"M"	"2011"	"2011"	27956
	"Connecticut"	"09"	"53 years"	"53"	"Male"	"M"	"2012"	"2012"	27693
	"Connecticut"	"09"	"53 years"	"53"	"Male"	"M"	"2013"	"2013"	28324
	"Connecticut"	"09"	"53 years"	"53"	"Male"	"M"	"2014"	"2014"	27788
	"Connecticut"	"09"	"53 years"	"53"	"Male"	"M"	"2015"	"2015"	26855
	"Connecticut"	"09"	"54 years"	"54"	"Female"	"F"	"2011"	"2011"	28448
	"Connecticut"	"09"	"54 years"	"54"	"Female"	"F"	"2012"	"2012"	28879
	"Connecticut"	"09"	"54 years"	"54"	"Female"	"F"	"2013"	"2013"	28975
	"Connecticut"	"09"	"54 years"	"54"	"Female"	"F"	"2014"	"2014"	29546
	"Connecticut"	"09"	"54 years"	"54"	"Female"	"F"	"2015"	"2015"	29276
	"Connecticut"	"09"	"54 years"	"54"	"Male"	"M"	"2011"	"2011"	27349
	"Connecticut"	"09"	"54 years"	"54"	"Male"	"M"	"2012"	"2012"	27744
	"Connecticut"	"09"	"54 years"	"54"	"Male"	"M"	"2013"	"2013"	27450
	"Connecticut"	"09"	"54 years"	"54"	"Male"	"M"	"2014"	"2014"	28064
	"Connecticut"	"09"	"54 years"	"54"	"Male"	"M"	"2015"	"2015"	27449
	"Connecticut"	"09"	"55 years"	"55"	"Female"	"F"	"2011"	"2011"	27721
	"Connecticut"	"09"	"55 years"	"55"	"Female"	"F"	"2012"	"2012"	28260
	"Connecticut"	"09"	"55 years"	"55"	"Female"	"F"	"2013"	"2013"	28679
	"Connecticut"	"09"	"55 years"	"55"	"Female"	"F"	"2014"	"2014"	28741
	"Connecticut"	"09"	"55 years"	"55"	"Female"	"F"	"2015"	"2015"	29261
	"Connecticut"	"09"	"55 years"	"55"	"Male"	"M"	"2011"	"2011"	26085
	"Connecticut"	"09"	"55 years"	"55"	"Male"	"M"	"2012"	"2012"	27070
	"Connecticut"	"09"	"55 years"	"55"	"Male"	"M"	"2013"	"2013"	27437
	"Connecticut"	"09"	"55 years"	"55"	"Male"	"M"	"2014"	"2014"	27102
	"Connecticut"	"09"	"55 years"	"55"	"Male"	"M"	"2015"	"2015"	27712
	"Connecticut"	"09"	"56 years"	"56"	"Female"	"F"	"2011"	"2011"	27073
	"Connecticut"	"09"	"56 years"	"56"	"Female"	"F"	"2012"	"2012"	27449
	"Connecticut"	"09"	"56 years"	"56"	"Female"	"F"	"2013"	"2013"	28032
	"Connecticut"	"09"	"56 years"	"56"	"Female"	"F"	"2014"	"2014"	28340
	"Connecticut"	"09"	"56 years"	"56"	"Female"	"F"	"2015"	"2015"	28415
	"Connecticut"	"09"	"56 years"	"56"	"Male"	"M"	"2011"	"2011"	25689
	"Connecticut"	"09"	"56 years"	"56"	"Male"	"M"	"2012"	"2012"	25865
	"Connecticut"	"09"	"56 years"	"56"	"Male"	"M"	"2013"	"2013"	26800
	"Connecticut"	"09"	"56 years"	"56"	"Male"	"M"	"2014"	"2014"	27087
	"Connecticut"	"09"	"56 years"	"56"	"Male"	"M"	"2015"	"2015"	26713
	"Connecticut"	"09"	"57 years"	"57"	"Female"	"F"	"2011"	"2011"	25735
	"Connecticut"	"09"	"57 years"	"57"	"Female"	"F"	"2012"	"2012"	26789
	"Connecticut"	"09"	"57 years"	"57"	"Female"	"F"	"2013"	"2013"	27160
	"Connecticut"	"09"	"57 years"	"57"	"Female"	"F"	"2014"	"2014"	27739
	"Connecticut"	"09"	"57 years"	"57"	"Female"	"F"	"2015"	"2015"	27892
	"Connecticut"	"09"	"57 years"	"57"	"Male"	"M"	"2011"	"2011"	24381
	"Connecticut"	"09"	"57 years"	"57"	"Male"	"M"	"2012"	"2012"	25378
	"Connecticut"	"09"	"57 years"	"57"	"Male"	"M"	"2013"	"2013"	25509
	"Connecticut"	"09"	"57 years"	"57"	"Male"	"M"	"2014"	"2014"	26366
	"Connecticut"	"09"	"57 years"	"57"	"Male"	"M"	"2015"	"2015"	26658
	"Connecticut"	"09"	"58 years"	"58"	"Female"	"F"	"2011"	"2011"	24651
	"Connecticut"	"09"	"58 years"	"58"	"Female"	"F"	"2012"	"2012"	25499
	"Connecticut"	"09"	"58 years"	"58"	"Female"	"F"	"2013"	"2013"	26494
	"Connecticut"	"09"	"58 years"	"58"	"Female"	"F"	"2014"	"2014"	26806
	"Connecticut"	"09"	"58 years"	"58"	"Female"	"F"	"2015"	"2015"	27415
	"Connecticut"	"09"	"58 years"	"58"	"Male"	"M"	"2011"	"2011"	23289
	"Connecticut"	"09"	"58 years"	"58"	"Male"	"M"	"2012"	"2012"	24158
	"Connecticut"	"09"	"58 years"	"58"	"Male"	"M"	"2013"	"2013"	25117
	"Connecticut"	"09"	"58 years"	"58"	"Male"	"M"	"2014"	"2014"	25156
	"Connecticut"	"09"	"58 years"	"58"	"Male"	"M"	"2015"	"2015"	25952
	"Connecticut"	"09"	"59 years"	"59"	"Female"	"F"	"2011"	"2011"	23459
	"Connecticut"	"09"	"59 years"	"59"	"Female"	"F"	"2012"	"2012"	24399
	"Connecticut"	"09"	"59 years"	"59"	"Female"	"F"	"2013"	"2013"	25170
	"Connecticut"	"09"	"59 years"	"59"	"Female"	"F"	"2014"	"2014"	26144
	"Connecticut"	"09"	"59 years"	"59"	"Female"	"F"	"2015"	"2015"	26393
	"Connecticut"	"09"	"59 years"	"59"	"Male"	"M"	"2011"	"2011"	22011
	"Connecticut"	"09"	"59 years"	"59"	"Male"	"M"	"2012"	"2012"	23016
	"Connecticut"	"09"	"59 years"	"59"	"Male"	"M"	"2013"	"2013"	23871
	"Connecticut"	"09"	"59 years"	"59"	"Male"	"M"	"2014"	"2014"	24758
	"Connecticut"	"09"	"59 years"	"59"	"Male"	"M"	"2015"	"2015"	24735
	"Connecticut"	"09"	"60 years"	"60"	"Female"	"F"	"2011"	"2011"	22448
	"Connecticut"	"09"	"60 years"	"60"	"Female"	"F"	"2012"	"2012"	23237
	"Connecticut"	"09"	"60 years"	"60"	"Female"	"F"	"2013"	"2013"	24162
	"Connecticut"	"09"	"60 years"	"60"	"Female"	"F"	"2014"	"2014"	24846
	"Connecticut"	"09"	"60 years"	"60"	"Female"	"F"	"2015"	"2015"	25772
	"Connecticut"	"09"	"60 years"	"60"	"Male"	"M"	"2011"	"2011"	20877
	"Connecticut"	"09"	"60 years"	"60"	"Male"	"M"	"2012"	"2012"	21686
	"Connecticut"	"09"	"60 years"	"60"	"Male"	"M"	"2013"	"2013"	22635
	"Connecticut"	"09"	"60 years"	"60"	"Male"	"M"	"2014"	"2014"	23411
	"Connecticut"	"09"	"60 years"	"60"	"Male"	"M"	"2015"	"2015"	24269
	"Connecticut"	"09"	"61 years"	"61"	"Female"	"F"	"2011"	"2011"	21953
	"Connecticut"	"09"	"61 years"	"61"	"Female"	"F"	"2012"	"2012"	22131
	"Connecticut"	"09"	"61 years"	"61"	"Female"	"F"	"2013"	"2013"	22899
	"Connecticut"	"09"	"61 years"	"61"	"Female"	"F"	"2014"	"2014"	23796
	"Connecticut"	"09"	"61 years"	"61"	"Female"	"F"	"2015"	"2015"	24385
	"Connecticut"	"09"	"61 years"	"61"	"Male"	"M"	"2011"	"2011"	20172
	"Connecticut"	"09"	"61 years"	"61"	"Male"	"M"	"2012"	"2012"	20558
	"Connecticut"	"09"	"61 years"	"61"	"Male"	"M"	"2013"	"2013"	21362
	"Connecticut"	"09"	"61 years"	"61"	"Male"	"M"	"2014"	"2014"	22207
	"Connecticut"	"09"	"61 years"	"61"	"Male"	"M"	"2015"	"2015"	22950
	"Connecticut"	"09"	"62 years"	"62"	"Female"	"F"	"2011"	"2011"	21575
	"Connecticut"	"09"	"62 years"	"62"	"Female"	"F"	"2012"	"2012"	21692
	"Connecticut"	"09"	"62 years"	"62"	"Female"	"F"	"2013"	"2013"	21812
	"Connecticut"	"09"	"62 years"	"62"	"Female"	"F"	"2014"	"2014"	22597
	"Connecticut"	"09"	"62 years"	"62"	"Female"	"F"	"2015"	"2015"	23413
	"Connecticut"	"09"	"62 years"	"62"	"Male"	"M"	"2011"	"2011"	19483
	"Connecticut"	"09"	"62 years"	"62"	"Male"	"M"	"2012"	"2012"	19769
	"Connecticut"	"09"	"62 years"	"62"	"Male"	"M"	"2013"	"2013"	20120
	"Connecticut"	"09"	"62 years"	"62"	"Male"	"M"	"2014"	"2014"	20879
	"Connecticut"	"09"	"62 years"	"62"	"Male"	"M"	"2015"	"2015"	21698
	"Connecticut"	"09"	"63 years"	"63"	"Female"	"F"	"2011"	"2011"	21700
	"Connecticut"	"09"	"63 years"	"63"	"Female"	"F"	"2012"	"2012"	21272
	"Connecticut"	"09"	"63 years"	"63"	"Female"	"F"	"2013"	"2013"	21421
	"Connecticut"	"09"	"63 years"	"63"	"Female"	"F"	"2014"	"2014"	21423
	"Connecticut"	"09"	"63 years"	"63"	"Female"	"F"	"2015"	"2015"	22091
	"Connecticut"	"09"	"63 years"	"63"	"Male"	"M"	"2011"	"2011"	19567
	"Connecticut"	"09"	"63 years"	"63"	"Male"	"M"	"2012"	"2012"	19049
	"Connecticut"	"09"	"63 years"	"63"	"Male"	"M"	"2013"	"2013"	19363
	"Connecticut"	"09"	"63 years"	"63"	"Male"	"M"	"2014"	"2014"	19651
	"Connecticut"	"09"	"63 years"	"63"	"Male"	"M"	"2015"	"2015"	20330
	"Connecticut"	"09"	"64 years"	"64"	"Female"	"F"	"2011"	"2011"	23111
	"Connecticut"	"09"	"64 years"	"64"	"Female"	"F"	"2012"	"2012"	21262
	"Connecticut"	"09"	"64 years"	"64"	"Female"	"F"	"2013"	"2013"	20791
	"Connecticut"	"09"	"64 years"	"64"	"Female"	"F"	"2014"	"2014"	21045
	"Connecticut"	"09"	"64 years"	"64"	"Female"	"F"	"2015"	"2015"	20923
	"Connecticut"	"09"	"64 years"	"64"	"Male"	"M"	"2011"	"2011"	20860
	"Connecticut"	"09"	"64 years"	"64"	"Male"	"M"	"2012"	"2012"	19116
	"Connecticut"	"09"	"64 years"	"64"	"Male"	"M"	"2013"	"2013"	18639
	"Connecticut"	"09"	"64 years"	"64"	"Male"	"M"	"2014"	"2014"	18860
	"Connecticut"	"09"	"64 years"	"64"	"Male"	"M"	"2015"	"2015"	19110
	"Connecticut"	"09"	"65 years"	"65"	"Female"	"F"	"2011"	"2011"	17135
	"Connecticut"	"09"	"65 years"	"65"	"Female"	"F"	"2012"	"2012"	22782
	"Connecticut"	"09"	"65 years"	"65"	"Female"	"F"	"2013"	"2013"	20892
	"Connecticut"	"09"	"65 years"	"65"	"Female"	"F"	"2014"	"2014"	20394
	"Connecticut"	"09"	"65 years"	"65"	"Female"	"F"	"2015"	"2015"	20682
	"Connecticut"	"09"	"65 years"	"65"	"Male"	"M"	"2011"	"2011"	15448
	"Connecticut"	"09"	"65 years"	"65"	"Male"	"M"	"2012"	"2012"	20399
	"Connecticut"	"09"	"65 years"	"65"	"Male"	"M"	"2013"	"2013"	18761
	"Connecticut"	"09"	"65 years"	"65"	"Male"	"M"	"2014"	"2014"	18234
	"Connecticut"	"09"	"65 years"	"65"	"Male"	"M"	"2015"	"2015"	18442
	"Connecticut"	"09"	"66 years"	"66"	"Female"	"F"	"2011"	"2011"	16617
	"Connecticut"	"09"	"66 years"	"66"	"Female"	"F"	"2012"	"2012"	16873
	"Connecticut"	"09"	"66 years"	"66"	"Female"	"F"	"2013"	"2013"	22416
	"Connecticut"	"09"	"66 years"	"66"	"Female"	"F"	"2014"	"2014"	20477
	"Connecticut"	"09"	"66 years"	"66"	"Female"	"F"	"2015"	"2015"	19926
	"Connecticut"	"09"	"66 years"	"66"	"Male"	"M"	"2011"	"2011"	15038
	"Connecticut"	"09"	"66 years"	"66"	"Male"	"M"	"2012"	"2012"	15043
	"Connecticut"	"09"	"66 years"	"66"	"Male"	"M"	"2013"	"2013"	19861
	"Connecticut"	"09"	"66 years"	"66"	"Male"	"M"	"2014"	"2014"	18237
	"Connecticut"	"09"	"66 years"	"66"	"Male"	"M"	"2015"	"2015"	17679
	"Connecticut"	"09"	"67 years"	"67"	"Female"	"F"	"2011"	"2011"	16420
	"Connecticut"	"09"	"67 years"	"67"	"Female"	"F"	"2012"	"2012"	16326
	"Connecticut"	"09"	"67 years"	"67"	"Female"	"F"	"2013"	"2013"	16522
	"Connecticut"	"09"	"67 years"	"67"	"Female"	"F"	"2014"	"2014"	21964
	"Connecticut"	"09"	"67 years"	"67"	"Female"	"F"	"2015"	"2015"	20021
	"Connecticut"	"09"	"67 years"	"67"	"Male"	"M"	"2011"	"2011"	14791
	"Connecticut"	"09"	"67 years"	"67"	"Male"	"M"	"2012"	"2012"	14679
	"Connecticut"	"09"	"67 years"	"67"	"Male"	"M"	"2013"	"2013"	14674
	"Connecticut"	"09"	"67 years"	"67"	"Male"	"M"	"2014"	"2014"	19340
	"Connecticut"	"09"	"67 years"	"67"	"Male"	"M"	"2015"	"2015"	17717
	"Connecticut"	"09"	"68 years"	"68"	"Female"	"F"	"2011"	"2011"	17460
	"Connecticut"	"09"	"68 years"	"68"	"Female"	"F"	"2012"	"2012"	16189
	"Connecticut"	"09"	"68 years"	"68"	"Female"	"F"	"2013"	"2013"	16028
	"Connecticut"	"09"	"68 years"	"68"	"Female"	"F"	"2014"	"2014"	16257
	"Connecticut"	"09"	"68 years"	"68"	"Female"	"F"	"2015"	"2015"	21495
	"Connecticut"	"09"	"68 years"	"68"	"Male"	"M"	"2011"	"2011"	15507
	"Connecticut"	"09"	"68 years"	"68"	"Male"	"M"	"2012"	"2012"	14420
	"Connecticut"	"09"	"68 years"	"68"	"Male"	"M"	"2013"	"2013"	14316
	"Connecticut"	"09"	"68 years"	"68"	"Male"	"M"	"2014"	"2014"	14265
	"Connecticut"	"09"	"68 years"	"68"	"Male"	"M"	"2015"	"2015"	18723
	"Connecticut"	"09"	"69 years"	"69"	"Female"	"F"	"2011"	"2011"	14896
	"Connecticut"	"09"	"69 years"	"69"	"Female"	"F"	"2012"	"2012"	17125
	"Connecticut"	"09"	"69 years"	"69"	"Female"	"F"	"2013"	"2013"	15902
	"Connecticut"	"09"	"69 years"	"69"	"Female"	"F"	"2014"	"2014"	15713
	"Connecticut"	"09"	"69 years"	"69"	"Female"	"F"	"2015"	"2015"	15928
	"Connecticut"	"09"	"69 years"	"69"	"Male"	"M"	"2011"	"2011"	12770
	"Connecticut"	"09"	"69 years"	"69"	"Male"	"M"	"2012"	"2012"	15065
	"Connecticut"	"09"	"69 years"	"69"	"Male"	"M"	"2013"	"2013"	14025
	"Connecticut"	"09"	"69 years"	"69"	"Male"	"M"	"2014"	"2014"	13885
	"Connecticut"	"09"	"69 years"	"69"	"Male"	"M"	"2015"	"2015"	13849
	"Connecticut"	"09"	"70 years"	"70"	"Female"	"F"	"2011"	"2011"	13106
	"Connecticut"	"09"	"70 years"	"70"	"Female"	"F"	"2012"	"2012"	14601
	"Connecticut"	"09"	"70 years"	"70"	"Female"	"F"	"2013"	"2013"	16854
	"Connecticut"	"09"	"70 years"	"70"	"Female"	"F"	"2014"	"2014"	15582
	"Connecticut"	"09"	"70 years"	"70"	"Female"	"F"	"2015"	"2015"	15393
	"Connecticut"	"09"	"70 years"	"70"	"Male"	"M"	"2011"	"2011"	11135
	"Connecticut"	"09"	"70 years"	"70"	"Male"	"M"	"2012"	"2012"	12378
	"Connecticut"	"09"	"70 years"	"70"	"Male"	"M"	"2013"	"2013"	14619
	"Connecticut"	"09"	"70 years"	"70"	"Male"	"M"	"2014"	"2014"	13664
	"Connecticut"	"09"	"70 years"	"70"	"Male"	"M"	"2015"	"2015"	13460
	"Connecticut"	"09"	"71 years"	"71"	"Female"	"F"	"2011"	"2011"	12538
	"Connecticut"	"09"	"71 years"	"71"	"Female"	"F"	"2012"	"2012"	12907
	"Connecticut"	"09"	"71 years"	"71"	"Female"	"F"	"2013"	"2013"	14375
	"Connecticut"	"09"	"71 years"	"71"	"Female"	"F"	"2014"	"2014"	16601
	"Connecticut"	"09"	"71 years"	"71"	"Female"	"F"	"2015"	"2015"	15300
	"Connecticut"	"09"	"71 years"	"71"	"Male"	"M"	"2011"	"2011"	10348
	"Connecticut"	"09"	"71 years"	"71"	"Male"	"M"	"2012"	"2012"	10831
	"Connecticut"	"09"	"71 years"	"71"	"Male"	"M"	"2013"	"2013"	12021
	"Connecticut"	"09"	"71 years"	"71"	"Male"	"M"	"2014"	"2014"	14147
	"Connecticut"	"09"	"71 years"	"71"	"Male"	"M"	"2015"	"2015"	13222
	"Connecticut"	"09"	"72 years"	"72"	"Female"	"F"	"2011"	"2011"	11896
	"Connecticut"	"09"	"72 years"	"72"	"Female"	"F"	"2012"	"2012"	12314
	"Connecticut"	"09"	"72 years"	"72"	"Female"	"F"	"2013"	"2013"	12665
	"Connecticut"	"09"	"72 years"	"72"	"Female"	"F"	"2014"	"2014"	14064
	"Connecticut"	"09"	"72 years"	"72"	"Female"	"F"	"2015"	"2015"	16222
	"Connecticut"	"09"	"72 years"	"72"	"Male"	"M"	"2011"	"2011"	9818
	"Connecticut"	"09"	"72 years"	"72"	"Male"	"M"	"2012"	"2012"	10121
	"Connecticut"	"09"	"72 years"	"72"	"Male"	"M"	"2013"	"2013"	10574
	"Connecticut"	"09"	"72 years"	"72"	"Male"	"M"	"2014"	"2014"	11722
	"Connecticut"	"09"	"72 years"	"72"	"Male"	"M"	"2015"	"2015"	13736
	"Connecticut"	"09"	"73 years"	"73"	"Female"	"F"	"2011"	"2011"	11632
	"Connecticut"	"09"	"73 years"	"73"	"Female"	"F"	"2012"	"2012"	11664
	"Connecticut"	"09"	"73 years"	"73"	"Female"	"F"	"2013"	"2013"	12066
	"Connecticut"	"09"	"73 years"	"73"	"Female"	"F"	"2014"	"2014"	12411
	"Connecticut"	"09"	"73 years"	"73"	"Female"	"F"	"2015"	"2015"	13754
	"Connecticut"	"09"	"73 years"	"73"	"Male"	"M"	"2011"	"2011"	9310
	"Connecticut"	"09"	"73 years"	"73"	"Male"	"M"	"2012"	"2012"	9521
	"Connecticut"	"09"	"73 years"	"73"	"Male"	"M"	"2013"	"2013"	9817
	"Connecticut"	"09"	"73 years"	"73"	"Male"	"M"	"2014"	"2014"	10280
	"Connecticut"	"09"	"73 years"	"73"	"Male"	"M"	"2015"	"2015"	11389
	"Connecticut"	"09"	"74 years"	"74"	"Female"	"F"	"2011"	"2011"	10900
	"Connecticut"	"09"	"74 years"	"74"	"Female"	"F"	"2012"	"2012"	11426
	"Connecticut"	"09"	"74 years"	"74"	"Female"	"F"	"2013"	"2013"	11394
	"Connecticut"	"09"	"74 years"	"74"	"Female"	"F"	"2014"	"2014"	11834
	"Connecticut"	"09"	"74 years"	"74"	"Female"	"F"	"2015"	"2015"	12207
	"Connecticut"	"09"	"74 years"	"74"	"Male"	"M"	"2011"	"2011"	8583
	"Connecticut"	"09"	"74 years"	"74"	"Male"	"M"	"2012"	"2012"	8997
	"Connecticut"	"09"	"74 years"	"74"	"Male"	"M"	"2013"	"2013"	9219
	"Connecticut"	"09"	"74 years"	"74"	"Male"	"M"	"2014"	"2014"	9514
	"Connecticut"	"09"	"74 years"	"74"	"Male"	"M"	"2015"	"2015"	9939
	"Connecticut"	"09"	"75 years"	"75"	"Female"	"F"	"2011"	"2011"	10467
	"Connecticut"	"09"	"75 years"	"75"	"Female"	"F"	"2012"	"2012"	10659
	"Connecticut"	"09"	"75 years"	"75"	"Female"	"F"	"2013"	"2013"	11182
	"Connecticut"	"09"	"75 years"	"75"	"Female"	"F"	"2014"	"2014"	11149
	"Connecticut"	"09"	"75 years"	"75"	"Female"	"F"	"2015"	"2015"	11562
	"Connecticut"	"09"	"75 years"	"75"	"Male"	"M"	"2011"	"2011"	8339
	"Connecticut"	"09"	"75 years"	"75"	"Male"	"M"	"2012"	"2012"	8325
	"Connecticut"	"09"	"75 years"	"75"	"Male"	"M"	"2013"	"2013"	8703
	"Connecticut"	"09"	"75 years"	"75"	"Male"	"M"	"2014"	"2014"	8967
	"Connecticut"	"09"	"75 years"	"75"	"Male"	"M"	"2015"	"2015"	9173
	"Connecticut"	"09"	"76 years"	"76"	"Female"	"F"	"2011"	"2011"	10519
	"Connecticut"	"09"	"76 years"	"76"	"Female"	"F"	"2012"	"2012"	10250
	"Connecticut"	"09"	"76 years"	"76"	"Female"	"F"	"2013"	"2013"	10385
	"Connecticut"	"09"	"76 years"	"76"	"Female"	"F"	"2014"	"2014"	10947
	"Connecticut"	"09"	"76 years"	"76"	"Female"	"F"	"2015"	"2015"	10865
	"Connecticut"	"09"	"76 years"	"76"	"Male"	"M"	"2011"	"2011"	7982
	"Connecticut"	"09"	"76 years"	"76"	"Male"	"M"	"2012"	"2012"	8049
	"Connecticut"	"09"	"76 years"	"76"	"Male"	"M"	"2013"	"2013"	8029
	"Connecticut"	"09"	"76 years"	"76"	"Male"	"M"	"2014"	"2014"	8402
	"Connecticut"	"09"	"76 years"	"76"	"Male"	"M"	"2015"	"2015"	8602
	"Connecticut"	"09"	"77 years"	"77"	"Female"	"F"	"2011"	"2011"	9888
	"Connecticut"	"09"	"77 years"	"77"	"Female"	"F"	"2012"	"2012"	10241
	"Connecticut"	"09"	"77 years"	"77"	"Female"	"F"	"2013"	"2013"	10023
	"Connecticut"	"09"	"77 years"	"77"	"Female"	"F"	"2014"	"2014"	10127
	"Connecticut"	"09"	"77 years"	"77"	"Female"	"F"	"2015"	"2015"	10663
	"Connecticut"	"09"	"77 years"	"77"	"Male"	"M"	"2011"	"2011"	7299
	"Connecticut"	"09"	"77 years"	"77"	"Male"	"M"	"2012"	"2012"	7721
	"Connecticut"	"09"	"77 years"	"77"	"Male"	"M"	"2013"	"2013"	7789
	"Connecticut"	"09"	"77 years"	"77"	"Male"	"M"	"2014"	"2014"	7755
	"Connecticut"	"09"	"77 years"	"77"	"Male"	"M"	"2015"	"2015"	8138
	"Connecticut"	"09"	"78 years"	"78"	"Female"	"F"	"2011"	"2011"	9890
	"Connecticut"	"09"	"78 years"	"78"	"Female"	"F"	"2012"	"2012"	9597
	"Connecticut"	"09"	"78 years"	"78"	"Female"	"F"	"2013"	"2013"	9938
	"Connecticut"	"09"	"78 years"	"78"	"Female"	"F"	"2014"	"2014"	9752
